"Dates","AAPL","AMZN","ABT","ADBE","AMGN","AEP","AFL","AIG","ALL","APD","ADM","AKAM"
"23-12-2016",116.52,760.59,38.42,105.02,147.55,63.17,35.075,66.41,74.58,146.48,45.15,67.63
"26-12-2016",116.52,760.59,38.42,105.02,147.55,63.17,35.075,66.41,74.58,146.48,45.15,67.63
"27-12-2016",117.26,771.4,38.6,104.98,148.36,63.13,35.2,66.7,74.51,147.38,45.65,68.09
"28-12-2016",116.76,772.13,38.22,103.77,147.67,62.39,34.9,65.88,74.35,145.12,45.34,67.27
"29-12-2016",116.73,765.15,38.31,103.68,147.78,63.28,34.915,65.5,74.28,144.37,45.36,67.04
"30-12-2016",115.82,749.87,38.41,102.95,146.21,62.96,34.8,65.31,74.12,143.82,45.65,66.68
"02-01-2017",115.82,749.87,38.41,102.95,146.21,62.96,34.8,65.31,74.12,143.82,45.65,66.68
"03-01-2017",116.15,753.67,39.05,103.48,150.73,62.76,34.885,65.12,74.17,143.4,46.19,67.57
"04-01-2017",116.02,757.18,39.36,104.14,152.87,62.85,35.205,65.97,74.37,144.65,46.11,68.33
"05-01-2017",116.61,780.45,39.7,105.91,152.98,63.19,34.975,65.6,74.03,143.22,45.77,69.55
"06-01-2017",117.91,795.99,40.78,108.3,156.78,63.14,35.095,66.81,74.15,144.36,44.72,69.79
"09-01-2017",118.99,796.92,40.74,108.57,158.84,62.31,34.76,66.38,73.09,146.31,44.75,70
"10-01-2017",119.11,795.9,41.29,108.26,158.76,62.12,34.715,67.2,73.75,145.26,44.46,70.28
"11-01-2017",119.75,799.02,41.08,108.99,156.62,63.18,34.93,66.95,73.94,146.01,44.01,70.12
"12-01-2017",119.25,813.64,40.72,108.59,155.36,63.29,34.785,66.25,73.68,145.84,43.44,69.93
"13-01-2017",119.04,817.14,40.93,108.53,156.12,63.23,34.82,66.35,73.89,145.35,43.56,70.02
"16-01-2017",119.04,817.14,40.93,108.53,156.12,63.23,34.82,66.35,73.89,145.35,43.56,70.02
"17-01-2017",120,809.72,40.9,108,154.8,63.81,34.94,66.06,73.85,145.34,44.69,69.79
"18-01-2017",119.99,807.48,40.76,108.79,155.77,63.46,34.985,66.24,74.52,146.33,44.95,69.6
"19-01-2017",119.78,809.04,40.4,109.79,153.8,62.7,34.73,66.29,74.22,145.47,44.5,68.98
"20-01-2017",120,808.33,40.46,110.71,154.67,62.91,35.04,66.54,74.54,146.62,44.73,69.15
"23-01-2017",120.08,817.88,40.34,110.97,152.72,62.71,34.675,65.49,74.15,146.07,44.71,67.97
"24-01-2017",119.97,822.44,40.31,113.72,151.85,62.78,34.91,65.5,74.47,147.13,44.66,67.74
"25-01-2017",121.88,836.52,40.31,114.25,154.1,62.53,35.23,65.72,75.39,148.53,45.2,68.73
"26-01-2017",121.94,839.15,40.96,112.88,152.98,62.64,35.28,66.02,75.81,148.81,44.55,67.78
"27-01-2017",121.95,835.77,41,113.99,157.16,62.97,35.135,65.21,75.59,142.01,44.52,67.97
"30-01-2017",121.63,830.38,41.01,113.82,154.43,63.21,35.175,64.89,75.61,140.99,44.13,67.81
"31-01-2017",121.35,823.48,41.77,113.38,156.68,64.06,34.995,64.26,75.21,139.76,44.26,68.59
"01-02-2017",128.75,832.35,42.33,113.36,159.67,63.09,33.57,64.27,75.24,138.68,43.77,68.7
"02-02-2017",128.53,839.95,42.75,113.16,159.58,63.78,33.915,64.12,77.4,139.28,43.99,69.4
"03-02-2017",129.08,810.2,42.78,115.17,167.53,64.03,34.305,64.94,77.48,140.16,43.99,69.55
"06-02-2017",130.29,807.64,42.43,114.46,166.58,63.82,34.465,64.9,78.08,139.05,44.02,69.71
"07-02-2017",131.53,812.5,42.89,114.96,166.82,63.93,34.485,64.88,78.12,138.8,44.59,71.12
"08-02-2017",132.04,819.71,42.4,116.13,168.12,63.8,34.82,64.91,77.99,138.59,43.46,63.55
"09-02-2017",132.42,821.36,42.54,116.44,167.47,63.42,34.95,65.32,78.35,138.54,43.54,63.85
"10-02-2017",132.12,827.46,42.74,116.85,167.89,63.95,34.99,65.61,78.88,140.13,43.83,63.95
"13-02-2017",133.29,836.53,43.22,117.65,167.66,63.79,35.49,66.14,79.61,140.5,43.71,63.6
"14-02-2017",135.02,836.39,43.65,117.58,168.05,63.27,35.52,66.89,79.8,142.13,43.73,63.55
"15-02-2017",135.51,842.7,44,118.73,171.79,63.29,35.5,60.85,80.71,142.38,44.47,63.9
"16-02-2017",135.345,844.14,44.2,118.93,172.11,63.7,35.595,62.27,80.8,141.87,44.1,64.24
"17-02-2017",135.72,845.07,44.69,119.67,173.29,64.11,35.55,62.5,80.44,141.5,44.69,62.34
"20-02-2017",135.72,845.07,44.69,119.67,173.29,64.11,35.55,62.5,80.44,141.5,44.69,62.34
"21-02-2017",136.7,856.44,45.01,119.63,173.14,64.76,35.71,63.41,80.62,141.47,44.81,62.64
"22-02-2017",137.11,855.61,45.01,119.47,172.61,65.31,35.58,63.83,80.58,140.34,44.72,63.01
"23-02-2017",136.53,852.19,45.4,118.83,174.01,66.01,35.86,64.02,80.55,140.36,45.09,62.7
"24-02-2017",136.66,845.24,45.68,119.31,174.56,67.15,35.855,63.63,80.91,140.86,45.26,62.87
"27-02-2017",136.93,848.64,45.46,118.78,176.13,66.7,36.165,64,81.34,139.38,45.37,62.86
"28-02-2017",136.99,845.04,45.08,118.34,176.53,66.97,36.175,63.92,82.16,140.47,46.97,62.6
"01-03-2017",139.79,853.08,45.59,120.35,178.24,66.12,36.49,64.63,82.69,143.69,46.51,63.38
"02-03-2017",138.96,848.91,45.69,119.9,178.07,66.5,36.095,63.9,81.75,140.57,45.48,63.79
"03-03-2017",139.78,849.88,45.25,120.04,180.2,66.52,36.135,64.22,81.86,139.52,45.2,63.36
"06-03-2017",139.34,846.61,45.13,120.15,179.46,66.35,36.095,63.78,81.34,139.31,44.76,63.06
"07-03-2017",139.52,846.02,45,119.98,177.38,66.24,35.975,63.45,81.46,139.64,44.46,63.3
"08-03-2017",139,850.5,45.36,119.6,177.78,65.15,35.945,63.44,81.13,139.56,43.99,63.55
"09-03-2017",138.68,853,45.63,119.91,178.92,64.84,36.045,63.21,81.57,138.58,44.42,64.2
"10-03-2017",139.14,852.46,45.72,121.09,181.44,65.4,36.01,63.08,82.05,138.77,45.04,64.22
"13-03-2017",139.2,854.59,45.53,121.8,181.05,65.81,36.025,63.18,82.1,137.82,44.7,64.59
"14-03-2017",138.99,852.53,44.8,121.44,180.12,65.79,35.92,62.88,82.18,136.18,44.67,63.63
"15-03-2017",140.46,852.97,45.32,122.11,182.6,66.68,36.175,63.23,82.62,137.99,45.01,64.39
"16-03-2017",140.69,853.42,44.98,122.35,180.11,66.01,36.2,62.91,82.89,137.97,44.85,64.63
"17-03-2017",139.99,852.31,45.19,127.01,168.61,66.47,36.265,62.42,82.85,139.53,44.72,65
"20-03-2017",141.46,856.97,44.98,126.31,169.24,66.13,36.12,62.37,82.37,138.69,44.85,64.86
"21-03-2017",139.84,843.2,44.8,125.07,166.85,66.98,35.705,61.76,81.69,136.45,44.95,62.95
"22-03-2017",141.42,848.06,44.81,126.21,167.45,67.44,35.82,61.24,81.38,136.41,45.61,63.68
"23-03-2017",140.92,847.38,44.77,126.87,166.04,67.45,36,61.34,81.26,137.05,45.61,63.66
"24-03-2017",140.64,845.61,44.73,127.7,165.74,67.79,35.995,60.88,80.99,134.94,45.58,63.63
"27-03-2017",140.88,846.82,44.7,128.25,164.91,67.69,35.92,60.93,81.09,135.92,45.35,63.09
"28-03-2017",143.8,856,44.7,128.69,164.71,67.84,36.155,61.86,81.89,137.25,45.72,63.25
"29-03-2017",144.12,874.32,44.67,129.58,163.06,67.39,35.79,61.77,81.39,136.78,46.24,63.44
"30-03-2017",143.93,876.34,44.55,129.61,164.38,67.16,36.16,62.57,81.64,135.6,46.11,60.53
"31-03-2017",143.66,886.54,44.41,130.13,164.07,67.13,36.21,62.43,81.49,135.29,46.04,59.7
"03-04-2017",143.7,891.51,44.47,129.59,163.89,67.15,36.33,61.79,81.32,134.95,45.8,58.1
"04-04-2017",144.77,906.83,44.18,130.04,164.36,67.29,36.305,62.18,81.63,135.35,45.41,59.3
"05-04-2017",144.02,909.28,43.8,129.89,162.24,67.83,36.095,61.62,81.42,135.24,45.26,58.8
"06-04-2017",143.66,898.28,43.67,130.15,162.25,67.62,36.475,61.84,81.44,135.19,45.25,58.75
"07-04-2017",143.34,894.88,43.83,130.22,163.38,67.32,36.45,61.34,81.11,135.01,44.89,58.1
"10-04-2017",143.17,907.04,43.59,130.16,162.79,67.5,36.775,61.48,81.36,135.76,44.99,58.51
"11-04-2017",141.63,902.36,43.58,129.95,163.11,67.39,36.875,60.79,81.17,136.42,44.54,59.01
"12-04-2017",141.8,896.23,43.48,129.38,163.05,67.79,36.675,60.17,80.97,135.51,44.65,58.88
"13-04-2017",141.05,884.67,42.67,129.05,161.61,67.54,36.5,59.55,80.58,134.3,44.28,58.8
"14-04-2017",141.05,884.67,42.67,129.05,161.61,67.54,36.5,59.55,80.58,134.3,44.28,58.8
"17-04-2017",141.83,901.99,43.31,129.99,162.11,67.74,36.765,59.93,81.5,135.86,44.68,58.82
"18-04-2017",141.2,903.78,43.43,129.81,161.25,67.98,36.94,59.5,80.31,135.27,45.41,58.95
"19-04-2017",140.68,899.2,43.59,130.22,161.26,67.74,36.785,58.98,79.75,134.96,44.6,59.68
"20-04-2017",142.44,902.06,43.98,131.42,162.04,67.44,37.085,59.67,80.15,136.9,44.9,60.2
"21-04-2017",142.27,898.53,43.53,131.52,160.41,67.86,36.995,59.13,79.73,137.3,44.81,60.28
"24-04-2017",143.64,907.41,44.13,132.89,163.14,67.97,37.325,59.69,80.9,139.76,45.38,61.39
"25-04-2017",144.53,907.62,43.76,133.49,164.7,67.86,37.505,60.07,81.22,141.73,45.58,61.8
"26-04-2017",143.68,909.29,43.8,132.79,164.61,67.69,37.4,60.16,81.8,141.58,45.27,62.24
"27-04-2017",143.79,918.38,43.65,133.38,162.72,68.1,37.525,61.15,81.98,141.1,45.78,59.75
"28-04-2017",143.65,924.99,43.64,133.74,163.32,67.83,37.44,60.91,81.29,140.5,45.75,60.94
"01-05-2017",146.58,948.23,43.48,135.11,162.6,67.47,37.22,61.61,81.5,142.03,45.73,61.48
"02-05-2017",147.51,946.94,43.6,135,163.49,68.01,37.51,61.53,81.83,143.52,41.67,62.5
"03-05-2017",147.06,941.03,43.72,134.85,163.81,67.9,37.38,61.54,84.93,143.82,41.31,52.8
"04-05-2017",146.53,937.53,44.59,134.61,164.29,68.02,37.195,62.67,85.57,144.76,42.4,52.86
"05-05-2017",148.96,934.15,44.64,134.84,163.81,68.41,37.175,62.71,85.45,147.22,42.43,52.13
"08-05-2017",153.01,949.04,44.68,135.12,163.03,67.73,37.165,61.92,84.77,146.19,42.96,50.17
"09-05-2017",153.99,952.82,44.67,135.6,163.22,67.31,36.93,61.82,84.17,145.3,42.36,50.4
"10-05-2017",153.26,948.95,44.5,136.15,160.51,67.41,37.215,61.37,84.29,145.25,42.29,49.85
"11-05-2017",153.95,947.62,43.86,136.29,160.08,67.55,36.98,61.79,83.91,143.86,42.03,49.85
"12-05-2017",156.1,961.35,43.96,136.84,160.22,68.06,36.715,60.99,84.13,144.07,41.96,49.43
"15-05-2017",155.7,957.97,44.04,137.6,159.97,68.56,36.865,61.82,84.53,145.08,42.14,49.83
"16-05-2017",155.47,966.07,43.69,138.03,159.99,67.86,36.87,62.08,84.33,144.35,41.9,49.15
"17-05-2017",150.25,944.76,43.08,134.33,157.06,68.15,36.81,61.56,84.36,142.57,41.52,47.5
"18-05-2017",152.54,958.49,42.98,134.54,157.96,68.31,36.86,61.39,84.72,142.71,41.31,47
"19-05-2017",153.06,959.84,43.16,136.43,156.51,68.72,36.935,61.2,84.13,143.1,41.5,47.38
"22-05-2017",153.99,970.67,43.73,138.86,153.02,69.42,36.95,61.38,84.79,143.31,41.5,47.75
"23-05-2017",153.8,971.54,43.68,139.52,154.07,69.59,37.065,62.17,85.4,142.83,43.04,47.41
"24-05-2017",153.34,980.35,43.53,141.12,154.6,70.2,36.915,62.6,85.81,144.14,42.55,47.62
"25-05-2017",153.87,993.38,43.95,142.85,155.43,70.8,37.355,63.12,86.28,144.12,42.62,48.06
"26-05-2017",153.61,995.78,44.71,141.89,155.01,70.87,37.42,63.55,86.5,143.91,42.45,47.39
"29-05-2017",153.61,995.78,44.71,141.89,155.01,70.87,37.42,63.55,86.5,143.91,42.45,47.39
"30-05-2017",153.67,996.7,45,142.41,153.85,71.21,37.57,64.1,86,143.97,42.11,47.43
"31-05-2017",152.76,994.62,45.66,141.86,155.24,71.78,37.69,63.63,86.34,144.06,41.58,47.15
"01-06-2017",153.18,995.95,46.1,141.38,156.24,72.21,37.965,63.9,86.94,145.08,41.82,48.3
"02-06-2017",155.45,1006.73,46.5,143.48,159.15,72.67,37.965,64.24,86.67,146.79,42.22,48.53
"05-06-2017",153.93,1011.34,46.62,143.59,160.22,72.4,37.88,63.83,86.61,144.96,41.94,48.91
"06-06-2017",154.45,1003,46.36,143.03,159.53,72.13,37.395,63.31,85.82,144.12,41.95,48.45
"07-06-2017",155.37,1010.07,46.56,143.62,161.66,72.62,37.465,63.16,85.87,143.36,41.91,48.54
"08-06-2017",154.99,1010.27,46.72,142.63,162.65,71.95,37.6,63.66,86.56,143.5,42.01,48.91
"09-06-2017",148.98,978.31,47.29,138.05,164.06,71.86,39,64.18,87.37,145.85,42.02,48.13
"12-06-2017",145.42,964.91,47.17,137.25,164.88,71.41,38.81,63.82,87.92,144.43,42.43,49.52
"13-06-2017",146.59,980.79,47.46,139.09,164.43,71.65,38.95,64.23,87.97,146.27,42.36,49.63
"14-06-2017",145.16,976.47,47.64,138.25,165.1,71.96,39.05,64.25,88.82,145.56,42.05,49.25
"15-06-2017",144.29,964.17,48.12,137.52,164.11,72.14,38.9,63.81,89.79,145.21,42.36,49.19
"16-06-2017",142.27,987.71,48.21,137.84,162.42,72.42,39.19,63.79,89.82,145.51,42.56,49.5
"19-06-2017",146.34,995.17,48.89,140.35,165.09,72.06,39.63,63.95,89.41,146.15,42.44,49.49
"20-06-2017",145.01,992.59,48.77,140.91,166.29,72.56,39.355,63.39,89.26,144.74,41.48,48.64
"21-06-2017",145.87,1002.23,48.57,144.24,171.35,72.4,38.985,63.22,89.24,143.48,41.25,49.28
"22-06-2017",145.63,1001.3,49.27,143.69,173.82,71.79,38.66,63.05,88.31,144.25,41.03,50.02
"23-06-2017",146.28,1003.74,49.08,145.41,172.5,71.55,38.8,63.02,88.08,144.94,41.16,51.3
"26-06-2017",145.82,993.98,48.91,144.96,173.67,71.87,38.755,63.18,88.42,144.91,41.3,50.87
"27-06-2017",143.73,976.78,48.67,142.54,170.85,70.72,38.885,63.41,88.17,143.83,41,50
"28-06-2017",145.83,990.33,48.48,143.81,174.07,70.15,39.155,63.84,88.58,144.84,41.14,50.63
"29-06-2017",143.68,975.93,48.73,141.24,172.59,69.6,38.8,63.5,88.13,141.77,40.63,50.24
"30-06-2017",144.02,968,48.61,141.44,172.23,69.47,38.84,62.52,88.44,143.06,41.38,49.81
"03-07-2017",143.5,953.66,48.71,138.41,172.8,69,39.21,63.29,88.63,144.29,41.46,50.09
"04-07-2017",143.5,953.66,48.71,138.41,172.8,69,39.21,63.29,88.63,144.29,41.46,50.09
"05-07-2017",144.09,971.4,49,141.21,174.26,68.82,39.15,62.78,88.81,142.61,41.8,50.95
"06-07-2017",142.73,965.14,47.94,140.75,171.72,69.02,38.765,63.08,88.72,142.13,41.1,49.36
"07-07-2017",144.18,978.76,48.44,142.22,171.43,69.15,38.99,63.35,89.19,144.01,41.24,49.24
"10-07-2017",145.06,996.47,48.23,143.34,172.2,68.89,38.825,63.07,88.85,143.5,40.81,49.65
"11-07-2017",145.53,994.13,48.15,142.93,173.32,68.84,38.82,62.91,87.94,142.77,40.29,49.83
"12-07-2017",145.74,1006.51,48.43,145.91,173.27,68.99,38.825,63.19,88.2,143.73,40.9,50.55
"13-07-2017",147.77,1000.63,48.08,145.05,175.04,68.28,38.95,64.13,88.6,144.37,41.38,50.08
"14-07-2017",149.04,1001.81,48.91,146.16,177.13,68.17,38.935,64.11,89.05,145.57,41.48,50.62
"17-07-2017",149.56,1010.04,48.76,146.4,177.4,68.55,38.875,64.05,88.49,145.55,41.6,51.77
"18-07-2017",150.08,1024.45,48.74,147.89,177.48,68.36,38.935,63.87,88.88,145.24,41.18,51.53
"19-07-2017",151.02,1026.87,49.43,148.92,179.18,68.65,38.945,64.19,89.25,146.21,41.28,52.1
"20-07-2017",150.34,1028.7,50.85,149.94,179.32,68.7,38.84,64.23,89.22,146.01,41.42,52.36
"21-07-2017",150.27,1025.67,50.84,149.52,180.21,69.98,38.785,64.2,89.16,145.64,41.26,52.13
"24-07-2017",152.09,1038.95,50.8,149.53,181.06,69.19,38.81,64.53,89.77,144.94,41.38,52.37
"25-07-2017",152.74,1039.87,50.83,148.21,180.89,68.84,39.03,65.29,90.21,145.04,41.96,53.28
"26-07-2017",153.46,1052.8,50.4,149.78,175.89,69.45,38.675,65.19,89.4,143.9,41.71,45.49
"27-07-2017",150.56,1046,50.11,146.2,172.15,70.67,38.56,65.17,89.68,143.65,41.78,46.01
"28-07-2017",149.5,1020.04,49.61,146.73,174.54,70.43,39.69,65.27,90.5,143.49,41.78,46.89
"31-07-2017",148.73,987.78,49.18,146.49,174.51,70.54,39.875,65.45,91,142.15,42.18,47.14
"01-08-2017",150.05,996.19,49.15,147.36,174.13,70.62,40.445,65.48,91,148.92,43.3,47.53
"02-08-2017",157.14,995.89,49.23,147.13,174.46,70.93,40.58,65.9,94.16,148.11,42.49,47.51
"03-08-2017",155.57,986.92,49.16,147.79,174.18,71.2,40.485,66.06,93.93,146.92,42.62,48.04
"04-08-2017",156.39,987.58,49.26,147.71,173.85,70.88,40.58,65.08,94.22,147.22,42.59,47.87
"07-08-2017",158.81,992.27,49.3,148.44,174.58,71.39,40.55,64.98,94.24,147.3,42.44,47.31
"08-08-2017",160.08,989.84,48.88,147.81,173.69,71.35,40.62,64.57,94.21,145.85,42.24,47.27
"09-08-2017",161.06,982.01,48.77,148.35,173.55,70.96,40.885,64.01,94.7,146.25,42.49,47.4
"10-08-2017",155.32,956.92,48.06,144.92,169.11,71.36,40.41,63,94.16,145.02,42.12,46.31
"11-08-2017",157.48,967.99,48.54,146.47,169.43,70.56,40.375,62.65,93.95,144.6,41.26,46.37
"14-08-2017",159.85,983.3,49.08,149.16,171.67,71.05,40.625,62.88,94.42,146.64,41.95,46.82
"15-08-2017",161.6,982.74,48.82,150.36,170.04,71.52,40.63,63.03,94.38,146.81,42.05,46.34
"16-08-2017",160.95,978.18,49.81,151.8,171.39,72.02,40.41,62.97,94.38,148.08,42.15,46.29
"17-08-2017",157.86,960.57,49.29,148.23,167.81,72,39.915,61.67,93.33,145.54,41.67,45.4
"18-08-2017",157.5,958.47,48.74,147.97,167.29,72.16,39.92,61.34,92.92,145.76,41.27,45.36
"21-08-2017",157.21,953.29,48.88,149.26,168.16,72.67,39.855,61.29,92.72,145.15,41.56,44.91
"22-08-2017",159.78,966.9,49.71,152.25,170.07,72.81,40.085,61.22,93.77,145.95,41.72,45.81
"23-08-2017",159.98,958,49.64,151.1,169,73.31,40.03,60.77,93.18,145.16,41.77,45.42
"24-08-2017",159.27,952.45,49.38,150.81,169.95,73.39,40.195,60.23,91.54,145.23,41.08,45.23
"25-08-2017",159.86,945.26,49.35,151.45,169.74,73.57,40.455,60.78,92.02,146.01,41.75,44.98
"28-08-2017",161.47,946.02,50.26,151.79,171.78,74.1,40.4,60.66,90.65,145.78,41.77,45.14
"29-08-2017",162.91,954.06,50.15,152.14,172.23,73.94,40.855,60.21,90.82,145.37,41.74,45.71
"30-08-2017",163.35,967.59,50.11,153.67,173.65,73.75,41.03,60.2,90.07,145.51,41.86,46.47
"31-08-2017",164,980.6,50.94,155.16,177.77,73.63,41.275,60.48,90.5,145.37,41.32,47.15
"01-09-2017",164.05,978.25,51.18,155.06,178.71,73.54,41.45,60.7,89.78,145.65,42.2,47.08
"04-09-2017",164.05,978.25,51.18,155.06,178.71,73.54,41.45,60.7,89.78,145.65,42.2,47.08
"05-09-2017",162.08,965.27,51.03,154.28,176.74,74.09,40.76,59.65,86.49,144.47,41.94,46.17
"06-09-2017",161.91,967.8,51.19,153.76,178.38,73.3,40.84,59.47,87.5,144.5,42.4,46.89
"07-09-2017",161.26,979.47,51.49,155.47,180.71,73.83,40.275,58.27,86.45,144.37,42.59,46.8
"08-09-2017",158.63,965.9,52.02,155.34,180.64,74.19,40.59,59.78,89.61,144.97,42.37,46
"11-09-2017",161.5,977.96,52.45,156.87,186.49,74.55,41.235,60.77,91.23,149.18,42.79,46.47
"12-09-2017",160.86,982.58,52.25,156.31,191,73.11,41.12,61.2,91.87,149.28,43.21,46.8
"13-09-2017",159.65,999.6,52,156.24,189.7,72.59,41.02,60.74,90.94,149.2,43.29,46.68
"14-09-2017",158.28,992.21,51.69,154.95,189.44,72.9,41.055,59.81,90.5,150.07,43.45,46.6
"15-09-2017",159.88,986.79,51.76,154.49,187.47,73.03,41.405,59.62,90.88,150.13,43.84,47.34
"18-09-2017",158.67,974.19,52.08,155.77,186.47,72.27,41.575,59.39,90.48,150.95,44.09,47.57
"19-09-2017",158.73,969.86,51.41,156.6,186.32,71.98,41.82,59.49,91.14,150.5,43.89,47.69
"20-09-2017",156.07,973.21,51.89,149.96,188.17,71.68,41.96,60.12,91.38,150.98,43.32,47.67
"21-09-2017",153.39,964.65,51.43,149.3,186.64,71.45,41.815,60.5,90.67,151.05,43.29,47.52
"22-09-2017",151.89,955.1,52.51,148.5,185.76,70.57,41.97,60.71,90.53,150.26,43.38,48.33
"25-09-2017",150.55,939.79,52.61,144.57,186.29,71.04,42.13,61.01,91.04,151.53,43.57,47.92
"26-09-2017",153.14,938.6,52.85,145.4,185.6,71.19,41.77,60.47,90.73,150.98,43.52,47.83
"27-09-2017",154.23,950.87,52.15,146.43,184.88,70.31,41.89,61.25,90.89,151.32,43.05,47.75
"28-09-2017",153.28,956.4,53.64,146.83,185.46,70.5,41.15,60.97,91.29,151.34,42.75,47.68
"29-09-2017",154.12,961.35,53.36,149.18,186.45,70.24,40.695,61.39,91.91,151.22,42.51,48.72
"02-10-2017",153.81,959.19,53.68,147.94,187.17,70.43,40.985,61.86,92.38,152.2,42.62,50
"03-10-2017",154.48,957.1,53.75,148.6,187.23,70.29,41.115,61.63,92.1,153.19,42.72,50.5
"04-10-2017",153.48,965.45,54.34,147.95,188.59,71.52,41.06,61.58,92.86,152.9,43.03,50.5
"05-10-2017",155.39,980.85,54.92,150.25,186.85,71.49,41.245,61.98,93.19,153.31,43.35,50.78
"06-10-2017",155.3,989.58,55,151.12,185.82,71.53,41.135,62.26,93.29,153.3,43,50.63
"09-10-2017",155.84,990.99,54.66,151.5,185.46,71.74,41.29,61.78,93.2,152.74,42.61,50.31
"10-10-2017",155.9,987.2,55.4,152.15,185.79,72.39,41.81,61.78,93.33,153.19,43.01,51.03
"11-10-2017",156.55,995,54.44,153.65,184.15,72.76,41.94,61.84,93.09,152.93,43.29,50.52
"12-10-2017",156,1000.93,54.71,153.61,182.76,73.34,41.97,62.55,92.54,153.34,43.44,50.52
"13-10-2017",156.99,1002.94,54.65,153.93,183.01,73.16,42.005,63.16,92.34,153.46,44,50.76
"16-10-2017",159.88,1006.34,54.63,150.46,181.9,73.12,42.09,63.98,92.46,153.22,43.7,50.73
"17-10-2017",160.47,1009.13,55.06,150.38,186.19,73.2,41.88,63.63,91.41,153.47,43.67,50.58
"18-10-2017",159.76,997,55.77,153,186.28,73.01,41.88,63.44,91.25,153.2,43.31,51
"19-10-2017",155.98,986.61,56,171.73,184.12,73.83,42.225,65.07,92.73,152.86,43.31,51.65
"20-10-2017",156.25,982.91,56.32,175.64,182.96,73.98,41.925,64.87,92.97,154.22,43.49,51.87
"23-10-2017",156.17,966.3,56.08,172.16,180.53,73.92,42.16,64.96,92.97,153.6,43.57,51.46
"24-10-2017",157.1,975.9,55.38,171.58,180.37,73.97,42.28,65.13,93.64,153.85,43.73,51.91
"25-10-2017",156.41,972.91,55.49,171.83,177.5,73.58,42.035,65.1,93.28,154.59,43.44,54
"26-10-2017",157.41,972.43,55.48,173.75,176.52,73.76,41.815,64.85,93.96,161.39,43.01,53.34
"27-10-2017",163.05,1100.95,55.37,177.33,175.28,74.02,41.97,64.55,93.73,160.88,43.07,53
"30-10-2017",166.72,1110.85,54.29,176.03,174.59,74.17,41.915,64.78,94.07,159.95,42.81,52.46
"31-10-2017",169.04,1105.28,54.23,175.16,175.22,74.41,41.945,64.61,93.86,159.43,40.87,52.25
"01-11-2017",166.89,1103.68,54,176.25,175.42,74.01,42.145,64.66,94.25,159.92,40.62,52.69
"02-11-2017",168.11,1094.22,54.37,180.94,172.41,73.72,42.205,64.98,97.85,159.41,40.16,52.29
"03-11-2017",172.5,1111.6,55.47,182.3,173.44,74.08,41.99,62,97.84,159.25,39.78,53.01
"06-11-2017",174.25,1120.66,55.01,180.8,170.8,73.73,42.285,62.49,99.09,158.8,39.27,53.74
"07-11-2017",174.81,1123.17,55.16,180.88,173.48,75.19,41.905,62.13,99.18,159.77,39.54,53.76
"08-11-2017",176.24,1132.88,55.25,184.06,173.58,75.52,41.995,61.67,99.09,160.94,39.8,53.76
"09-11-2017",175.88,1129.13,55.45,181.92,174,75.49,42.04,62.24,98.95,160.55,39.6,53.85
"10-11-2017",174.67,1125.35,54.8,181.72,172.35,74.78,41.72,62.06,99.12,160.3,39.93,54.26
"13-11-2017",173.97,1129.17,55.3,181.85,171.5,76.13,42.2,62,99.44,162.76,39.74,53.52
"14-11-2017",171.34,1136.84,55.01,181.32,170.13,77.39,42.135,61.46,99.94,162.15,39.79,53.75
"15-11-2017",169.08,1126.69,54.83,180.08,169.38,76.59,42.22,61.14,100.38,160.86,38.96,54.01
"16-11-2017",171.1,1137.29,55.54,182.3,170.77,76.76,42.155,60.06,99.57,161.18,39.19,55.26
"17-11-2017",170.15,1129.88,55.56,182.24,170,76.38,41.925,60.06,100.17,161.58,39.42,55.44
"20-11-2017",169.98,1126.31,55.29,182.34,168.79,76.44,42.34,59.69,100.32,161.57,39.2,55.38
"21-11-2017",173.14,1139.49,56.12,184.15,169.84,76.77,42.54,59.63,99.7,162.29,39.34,55.68
"22-11-2017",174.96,1156.16,55.8,182.9,169.96,76.59,42.525,59.23,99.3,161.62,39.24,55.69
"23-11-2017",174.96,1156.16,55.8,182.9,169.96,76.59,42.525,59.23,99.3,161.62,39.24,55.69
"24-11-2017",174.97,1186,56.13,184.46,170.12,76.47,42.5,59.03,99.08,161.56,39.14,55.79
"27-11-2017",174.09,1195.83,56.15,185,169.71,76.74,42.72,58.76,99.41,160.94,39.07,55.35
"28-11-2017",173.07,1193.6,56.02,185.4,170.26,77.02,43.135,59.82,100.89,163.24,39.09,55.36
"29-11-2017",169.48,1161.27,55.58,176.85,172.23,77.14,43.595,60.3,101.96,162.62,39.77,55.34
"30-11-2017",171.85,1176.75,56.37,181.47,175.66,77.63,43.82,59.96,102.66,163.04,39.88,55.78
"01-12-2017",171.05,1162.35,55.98,179.52,177.2,77.24,43.8,59.88,103.1,161.64,40.83,55.79
"04-12-2017",169.8,1133.95,54.71,168.44,178.69,77.39,44.07,59.26,103.62,162.4,41.2,56.44
"05-12-2017",169.64,1141.57,54.79,167.54,178.67,76.27,43.92,59.53,102.84,161.98,40.84,56.44
"06-12-2017",169.01,1152.35,54.66,173.52,176.22,76.73,43.805,60.03,102.65,160.42,41.22,55.77
